IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
Six to one;SIXO;82525555700019;Melun; 3 RUE PAUL TAVERNIER  77300 FONTAINEBLEAU   ;0;24/07/2017 00:00
SkyCall;SKYC;85383093300018;Paris; 66 AVENUE DES CHAMPS-ELYSEES  75008 PARIS   ;1;26/09/2019 00:00
skyDSL Europe B.V.;SKYD; ;805405471 à la Chambre de Commerce des Pays-Bas; WALDSTR. 86-90  13403 BERLIN   ALLEMAGNE;0;18/05/2017 00:00
Skynet Business Services;SKBS;91913375100017;Rouen; 7B RUE JEANNE D ARC  76000 ROUEN   ;0;11/03/2023 00:00
Smart CIC global services;SCGS;50361829000038;Cannes; 54 BOULEVARD CARNOT  06400 CANNES   ;0;02/10/2019 00:00
Smart copie solutions;SMAC;83414106100012;RDS Lille Metropole;TECHNPARC DES PRES 23 ALLEE  LAVOISIER BAT R1  59650 VILLENEUVE D ASCQ   ;0;27/02/2023 00:00
Smart telecom ;SMAM;43140902800039;Pontoise;LE PERICLES 27 AVENUE DES BETHUNES  95042 CERGY PONTOISE  CEDEX ;0;31/08/2017 00:00
Smartcontact;SMAT;83025422300035;Créteil; 75 RUE D'AMSTERDAM  75008 PARIS   ;0;19/10/2017 00:00
SNS Global Services;SNSG;45160997800031;Marseille;ESPACE VALENTINE - BÂT. B 1 MONTEE DE SAINT-MENET  13011 MARSEILLE   ;0;08/12/2020 00:00
Société briochine de services en informatique;SBSI;39478572900044;Saint-Brieuc; 22 RUE SAINT BENOIT  22000 SAINT BRIEUC   ;0;11/05/2019 00:00
Société commerciale de télécommunication - SCT;SOCT;41239110400269;Bobigny;ZAC DE NOZAL CHAUDRON 17 RUE DE LA METALLURGIE  93210 LA PLAINE ST DENIS   ;1;05/03/2009 00:00
Société coopérative d'aménagement numérique icaunaise;SCAN; ;W891004767; 16 BIS RUE PASTEUR  89400 MIGENNES   ;1;03/02/2016 00:00
Société Corse de distribution;SOCD;39865757700019;Ajaccio;RN 193   20600 FURIANI   ;0;06/03/2020 00:00
Société d'applications télématiques de l'Ouest;SAPO;38133958900040;Nantes;PARC DACTIVITES DE LA BOUVRE 18 RUE GUTENBERG  44340 BOUGUENAIS   ;0;20/03/2018 00:00
Société de développement de la fibre au service des territoires;SDFT;890434715;Paris; 37-39 RUE BOISSIERE  75116 PARIS   ;0;02/02/2022 00:00
Société de développement pour l'accès à l'infrastructure fibre;SDIF;88060395600017;Nanterre; 13-15 AVENUE DU MARECHAL JUIN  92360 MEUDON LA FORET   ;0;06/02/2020 00:00
Société d'Electrification Rurale du Carmausin;SERC;08572084500016;Albi; 22 RUE RASPAIL CS20081 81400 CARMAUX   ;0;15/03/2007 00:00
Société des techniques de communication d'entreprise Provence;STCE;38962864500092;Aix-en-Provence;CHEMIN DE LA MUSCATELLE LES CARRES DU CENGLE  13790 CHATEAUNEUF-LE-ROUGE   ;0;04/07/2019 00:00
Société d'ingénierie système télécom et  réseaux (SISTEER);SIST;42265252900062;Nanterre; 43 RUE PIERRE VALETTE  92240 MALAKOFF   ;0;13/03/2009 00:00
Société d'installation télécommunications entreprises;SITE;45158633300036;Grenoble;IMMEUBLE  LE RIVALTA 1 AVENUE DU 8 MAI 1945  38450 VIF   ;0;26/09/2022 00:00
Société française du radiotéléphone;SFR0;34305956400959;Paris;ALTICE CAMPUS 16 RUE GENERAL ALAIN DE BOISSIEU  75015 PARIS   ;1;28/10/2011 00:00
Société Legos-Local exchange-Global opération services;LEGO;44079998900031;Paris; 40 RUE D ORADOUR-SUR-GLANE  75015 PARIS   ;1;19/02/2004 00:00
Société pour le cofinancement des réseaux de fibre des territoires;CRFT;844517185;Paris; 1 BOULEVARD HAUSSMANN  75009 PARIS   ;0;03/11/2020 00:00
Société réunionnaise du radiotéléphone;SRR;39355100700031;Saint Denis de la Réunion; 21 RUE PIERRE AUBERT CS 62001 97743 SAINT-DENIS  CEDEX 9 ;1;23/02/1995 00:00
Société télé réseau Nion;STRN;32051786500020;Angers; 12 RUE DE LA GIBAUDIERE  49124 SAINT BARTHELEMY D' ANJOU   ;0;18/07/2023 00:00
Sofakom;SFKM;45282085500073;Perpignan; 7 ROUTE D'ORTAFFA  66670 BAGES   ;0;24/08/2021 00:00
Sogeprom;SPRO;53984237700027;Agen;12 RUE HENRI IV   47700 CASTELJALOUX   ;1;16/07/2014 00:00
Solocal;PAJA;44421295500496;Nanterre; 204 RPT DU PONT DE SEVRES  92100 BOULOGNE-BILLANCOURT   ;1;12/01/2011 00:00
Solstice Grand Angoulême;SOGA;49358911300049;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;18/01/2007 00:00
Soluance;SLNE;80266136300027;Lyon; 34 ZAC LES EPALITS  42610 ST ROMAIN LE PUY   ;0;26/04/2016 00:00
Solution smart;SOSM;80970294700015;Toulon; 120 IMPASSE DU CADENET  83210 SOLLIES PONT   ;0;17/06/2021 00:00
Solutions Informatiques Services;SOIS;51353257200015;Nanterre; 50 AVENUE DE L EUROPE  92700 COLOMBES   ;1;25/05/2011 00:00
Sonesol;SOSL;82521682300021;Toulouse;PORTES SUD - BATIMENT 3 12 RUE LOUIS COURTOIS DE VICOSE  31100 TOULOUSE   ;0;25/02/2020 00:00
Sonixis;SNXS;95397210600017;Paris; 6 RUE D'ARMAILLE  75017 PARIS   ;1;09/07/2023 00:00
Sopracom;SOCO;49971193500019;Paris; 130 RUE DE COURCELLES  75017 PARIS   ;0;13/07/2017 00:00
SOREGIES;SRGS;45088922500014;Poitiers; 78 AVENUE JACQUES COEUR  86000 POITIERS   ;0;14/06/2005 00:00
SOS futur;SOSF;82178574800020;Nancy; 67 RUE CHARLES KELLER  54000 NANCY   ;0;04/09/2020 00:00
Spacinov;SPCV;53154110000032;Lille; 68 RUE SAINT-ETIENNE  59800 LILLE   ;1;13/09/2022 00:00
Spartel services;SPAR;48252371900011;Créteil; 6 RUE ARISTIDE BRIAND  94100 SAINT MAUR DES FOSSES FRANCE  ;1;01/06/2014 00:00
Speakintelligence B.V.;SPEA; ;34162380; SUIKERSILO-OOST 1  1165 MS HALFWEG   PAYS-BAS;0;28/09/2018 00:00
Speedcast France SAS;GESS;53153026900038;Paris; 28 RUE DE LONDRES  75009 PARIS   ;0;13/03/2015 00:00
Spheris;SPHR;83864967100016;Paris; 10 RUE DE PENTHIEVRE  75008 PARIS   ;0;28/03/2022 00:00
SPIE ICS;SICS;32410382900721;Nanterre; 148 AVENUE PIERRE BROSSOLETTE CS 20032 92240 MALAKOFF   ;1;05/05/2022 00:00
Sprintlink France SAS;SPRI;43011775400092;Paris; 4 RUE DE MARIVAUX  75002 PARIS   ;0;07/01/2003 00:00
Squaretalk Ltd Bulgaria branch;SQUK; ;204402806 registered in Sofia, Bulgaria ; 133 TODOR ALEKSANDROV BLVD  1309 SOFIA   BULGARIE;0;08/06/2022 00:00
Squit;SQUT;88058036000019;Evry; 17 RUE DE LA VILLAGEOISE  91430 IGNY   ;0;14/10/2021 00:00
St Barth Telecom;STBT;84094165200017;Basse Terre;RUE DU ROI OSCAR II GUSTAVIA BP 411 97133 SAINT BARTHELEMY   ;0;24/03/2021 00:00
Stecarphi;STEC;52502449300021;Châlons-en-Champagne;ZAC DES ESCARNOTIERES 1 AVENUE DU MAQUIS DES GLIERES  51000 CHALONS-EN-CHAMPAGNE   ;0;11/06/2018 00:00
Stephie télécom;APSO;75236194900015;Strasbourg; 10 RUE DES CIGOGNES  67960 ENTZHEIM   ;1;09/01/2014 00:00
STI-COM SARL;STCM;50414479100028;Bobigny; 104 RUE DE MEAUX  93410 VAUJOURS   ;0;18/09/2018 00:00
STJ;STJJ;79520652300016;Caen; 16 RUE DU CHATEAU  14840 DEMOUVILLE   ;0;21/03/2014 00:00
STOI INTERNET;R154; ;2005 B 12023 RCS Mayotte;ZI KAWENI IMMEUBLE ALIMA BP 524 97600 MAMOUDZOU   ;1;03/10/2005 00:00
Stop telecom;STTE;50749525700036;Nanterre; 11 RUE GAY LUSSAC  92320 CHATILLON   ;0;16/02/2016 00:00
Stour GmbH;STOU; ;HRB 284104 Munich;ANDRELANG DONNERSBERGERSTR. 5  80634 MUENCHEN   ALLEMAGNE;0;21/06/2023 00:00
STR HD;STRH;52918030900021;de Nîmes;ZA LES ESPINAUX 29 AVENUE PAUL VALERY  30340 SAINT-PRIVAT-DES-VIEUX   ;0;19/09/2011 00:00
Sud Aquitaine telecom;SUDA;82487175000017;Bordeaux; 13 LIEU-DIT ESTEBELINGUE  33540 CASTELVIEL   ;0;05/09/2018 00:00
Sud telecom;SDTL;338543770;AVIGNON; 148 RUE DU GRAND GIGOGNAN BP 10976 84093 AVIGNON  09 ;0;05/11/2018 00:00
Suderiane;SUDE;53474829800039;Manosque ; 208 RUE DE L ORIGAN  04100 MANOSQUE   ;0;16/03/2023 00:00
Sud-est IT;SUEI;90129960200010;Aix en Provence; 190 RUE TOPAZE  13510 EGUILLES   ;0;29/07/2021 00:00
Sun wolrd;SUNW; ;B0997532017 Sousse  TUNISIE ; 90 AVENUE LEOPOLD SENGHOR  4000 SOUSSE   TUNISIE;0;01/06/2023 00:00
Surestel;SRST;79349003800023;AIX EN PROVENCE; 675 RUE MAYOR DE MONTRICHER  13290 AIX EN PROVENCE   ;0;22/11/2021 00:00
Sur-Tel;SRTL;50487113800021;Bobigny; 42 BIS ALLEE DES COTEAUX  93340 LE RAINCY   ;0;14/09/2018 00:00
Swisstok telnet France;SWTF;81780711800010;Paris;LOT 1665 101 RUE DE SEVRES  75006 PARIS   ;0;13/04/2016 00:00
SWITCH TELECOM;SWIT;45069145600021;NANTERRE; 1 PLACE PAUL VERLAINE  92100 BOULOGNE BILLANCOURT   ;0;22/04/2013 00:00
SYBORD;SYBO;30778703600028;LYON; 199 CHEMIN DU GRAND REVOYET BP 43 69564 SAINT-GENIS-LAVAL  CEDEX ;1;05/12/2012 00:00
Sycorax;SYCX;52834258700011;Paris; 41 RUE BARRAULT  75013 PARIS   ;0;17/01/2022 00:00
SYD CRC;SYDC;79337008100036;Nantes; 11 RUE DE LA RABOTIERE  44800 SAINT-HERBLAIN   ;0;14/03/2019 00:00
Sygecom;SYGM;52068419200013;Versailles; 2 RUE PIERRE DE RONSARD  78200 MANTES LA JOLIE   ;0;03/04/2023 00:00
Syma;SMAA;80871717700022;PARIS ; 153 AVENUE D'ITALIE  75013 PARIS   ;1;12/04/2019 00:00
Syndicat Audois d'énergies et du Numérique;SYAD; ;Département de l'Aude; 15 RUE BARBES CS 20073 11890 CARCASSONNE  CEDEX ;1;17/12/2015 00:00
Syndicat Haute-Saône numérique;SHSN;20004452700014; ;HOTEL DU DEPARTEMENT 23 RUE DE LA PREFECTURE  70000 VESOUL   ;0;10/02/2016 00:00
SYNDICAT INTERCOMMUNAL DE TELECOMMUNICATIONS DE LA VALLEE DE L'ORNE;RITE; ;2010-01-04 Syndicat Inter; 95 RUE JOFFRE  57185 CLOUANGE   ;0;09/11/2011 00:00
Syndicat Intercommunal d'Energie et de E-communication de l'Ain;SIEA;25010021100011;Préfecture de l'Ain; 32 COURS DE VERDUN CS 50268 01006 BOURG EN BRESSE  CEDEX ;0;11/10/2007 00:00
Syndicat intercommunal d'énergies du Département de la Loire;SIEL;25420054600029;Saint-Etienne; 5 RUE CHARLES DE GAULLE  42041 SAINT-ETIENNE  CEDEX 1 ;0;14/05/2012 00:00
Syndicat mixte de coopération territoriale Megalis Bretagne;SYMB;25351449100039;synd mixte (selon art. L5721-1 et suivants du CGCT);ZAC DES CHAMPS BLANCS 15 RUE CLAUDE CHAPPE - BAT. B  35510 CESSON-SEVIGNE   ;0;04/12/2013 00:00
SYNDICAT MIXTE ETUDE DEVELOPT DES SERVICES RESEAU DE COMM ELECTRO PAYS DE LOIRE;SMPL;25440253000011; ;HÔTEL DE LA RÉGION 1 RUE DE LA LOIRE  44966 NANTES  CEDEX 9 ;0;06/12/2007 00:00
Syndicat mixte La Fibre64;SMFI;20008126300028;Pau; 64 AVENUE JEAN BIRAY  64000 PAU   ;1;12/11/2019 00:00
Syndicat mixte ouvert Charente numérique;SYCN;20007063900014;Angoulême; 31 BOULEVARD EMILE ROUX  16000 ANGOULEME   ;1;19/12/2017 00:00
Syndicat mixte ouvert Deux-Sèvres numérique;SY79;20007219700011;Niort;MAISON DU DEPARTEMENT MAIL UCIE AUBRAC CS 58880 79022 NIORT  CEDEX ;0;30/06/2017 00:00
Synelyans;SYNE;79769143300016;LYON; 25 RUE JEAN MONOD  69120 VAULX-EN-VELIN   ;1;19/11/2013 00:00
Syniverse technologies;SYNI; ;34187906 UTRECHT; REGUS ZEN BUILDING, NEWTONLAAN 115  3584 BH UTRECHT   PAYS-BAS;0;19/03/2009 00:00
Synovo;SYVO;79071073500032;Strasbourg;BATIMENT 2 8 RUE SCHERTZ  67100 STRASBOURG   ;0;10/01/2020 00:00
Synten;SNEN;43341850600054;Versailles; 4 AVENUE MORANE SAULNIER  78140 VELIZY-VILLACOUBLAY   ;0;05/02/2020 00:00
Syrus groupe;SYGR;75118265000034;Pontoise;IMMOBILIER ARISTOTE 9 AVENUE DU MARAIS  95100 ARGENTEUIL   ;0;23/10/2017 00:00
Sysexpert;SYSE;50449773600018;Saint Pierre de la Réunion;RAVINE DES CABRIS 7 CHEMIN RAYMOND MONDON  97432 ST PIERRE   ;1;26/11/2008 00:00
Systailor;DELN;82496385400016;LYON; 52 RUE DE LA PAGERE  69500 BRON   ;0;06/12/2017 00:00
Systellis;SSLL;82991921600012;PARIS;ESCALIER F 23 RUE DU DOCTEUR POTAIN 75019 75019 75019   ;0;12/09/2019 00:00
Systèmes informatiques programmation conseils organisation;SPCO;32409458000036;Rennes; 16 BOULEVARD DENIS PAPIN  35500 VITRE   ;0;21/11/2022 00:00
System-net;SYST;80176893800012;Nîmes; 2 ALLEE DU PIOT  30660 GALLARGUES-LE-MONTUEUX   ;1;02/07/2014 00:00
Sysun technologies;SYSU;48891399700059;Rouen; 45 RUE DU GENERAL LECLERC DE HAUTECLOC  76120 LE GRAND QUEVILLY   ;0;24/11/2011 00:00
T Systems France;TSYF;31948840900529;Nanterre; 1-3 RUE EUGENE ET ARMAND PEUGEOT  92500 RUEIL-MALMAISON   ;1;10/07/2007 00:00
Takelead;TKLD;80321714000018;Nanterre; 51 RUE DE LA GARENNE  92310 SEVRES   ;0;18/05/2018 00:00
Takelead Luxembourg;TALU; ;B209600 Luxembourg ; 1 RUE BENDER   L-1229 LUXEMBOURG   LUXEMBOURG;0;22/07/2019 00:00
Talkdesk Inc;TLKD; ;No 5048905 Delaware;SAN FRANCISCO HQ 201 MISSION ST.  CA 94105 SAN FRANCISCO CALIFORNIA  ETATS-UNIS;0;28/12/2022 00:00
Talking Business Southern Limited;TBSO; ;02591807 Company Commercial Registration Number (UK); 14 RICHINGS WAY  SL0 9DA IVER   ROYAUME-UNI;0;17/07/2023 00:00
Tarn fibre;TARN;85309316900011;Nanterre; 124 BOULEVARD DE VERDUN  92400 COURBEVOIE   ;0;09/09/2019 00:00
Tata communications (France);VSNL;48138582100071;Nanterre; 3-5 RUE SAINT-GEORGES  75009 PARIS   ;1;29/03/2005 00:00
TCLD;TCLD;91212987100014;Meaux; 52 RUE D EMERAINVILLE  77183 CROISSY BEAUBOURG SEINE ET MARNE  ;0;15/11/2022 00:00
TCLR;THEC;52868407900015;Paris; 128 RUE LA BOETIE  75008 PARIS   ;1;21/02/2011 00:00
T-Connect;THDF;79309791600035;Avignon;LES NAIADES 2 10 AVENUE DE LA POULASSE  84000 AVIGNON   ;0;05/06/2013 00:00
TDF;TDF;34240439903172;Nanterre; 106 AVENUE MARX DORMOY  92120 MONTROUGE   ;1;03/07/1987 00:00
Teambox;TEAM;50163732600056;Montpellier; 1779 AVENU DE L'EUROPE  34170 CASTELNAU-LE-LEZ   ;1;09/11/2009 00:00
Tec6;TEC6;50902174700035;Romans; 3 RUE CHARLES CROS  26000 VALENCE   ;0;31/12/2021 00:00
Tech only;TENL;84327306100013;Saint-Etienne; 2 ALLEE GIACOMO PUCCINI  42000 SAINT-ETIENNE   ;0;16/01/2019 00:00
Techcrea Solutions;TSOL;51990970900049;Valenciennes;VALENCANAL 70 RUE JEAN JAURES  59770 MARLY   ;1;28/02/2012 00:00
Technique PC;TCPC;52274190900041;Marseille ; 5 AVENUE DE SAINT MENET  13011 MARSEILLE   ;0;15/12/2022 00:00
Technologie assistance organisation des flux;TAOF;42200585000033;Fort-de-France;34 LOTISSEMENT LES FLAMBOYANTS AVENUE DE DILLON  97200 FORT-DE-FRANCE   ;1;06/02/2015 00:00
Technosante Toulouse;TSTL;48982109000029;Toulouse;BUROPARC III 232 RUE DE LA DECOUVERTE  31670 LABEGE   ;0;24/01/2019 00:00
TEL INFO SERVICES;TLIS;53892211300013;TOURS; 2-4 RUE DE CHATEAUDUN  37000 TOURS   ;0;07/11/2012 00:00
Tel@ndcloud;TELN;81008837700017;Amiens; 11 AVENUE DE LA PAIX  80080 AMIENS   ;1;22/07/2016 00:00
Telappliant Ltd;TLPP; ;04632756 in England; 3 HARBOUR EXCHANGE SQUARE  E14 9GE LONDON   ROYAUME-UNI;0;04/01/2023 00:00
Telavox;TLVX; ;556600-7786; 6 STORA VARVSGATAN  21119 MALMOE   SUEDE;1;15/08/2022 00:00
Telco OI;TELC;80953352400033;Paris; 12 RUE HENRI CORNU  97490 STE-CLOTILDE   ;1;16/02/2015 00:00
Telecom 2000;TLCM;43123417800041;Lyon;BATIMENT E RDC 46-48 CHEMIN DE LA BRUYERE  69570 DARDILLY   ;0;11/06/2021 00:00
Telecom Italia sparkle S.p.A.;TISP; ;5305181009; VIA DI MACCHIA PALOCCO 223  00125 ROME   ITALIE;1;30/09/2005 00:00
Telecom.object;TOBJ;48269534300038;Strasbourg;AEROPARC 3 15 RUE DU CORDONNIER  67960 ENTZHEIM   ;1;03/02/2006 00:00
Telecominfo;123D;79102581000023;Avignon;BATIMENT PIXEL 771 AVENUE MARC LEPOUTRE  84700 SORGUES   ;0;19/06/2017 00:00
Telefonica Global Solutions France II SAS;TELE;50800998200044;Paris;TOUR FIRST - 6° ETG. 1 PLACE DES SAISONS  92400 COURBEVOIE LA DEFENSE 1   ;0;29/09/2008 00:00
Telemaque;MAQU;40342770100046;GRASSE;LES ESPACES DE SOPHIA -BAT E 80 ROUTE DES LUCIOLES  06560 VALBONNE   ;1;19/03/2012 00:00
Telephony consulting;TYNG;80501987400025;Lille Métropole; 16 ALLEE DES ECURIES  59650 VILLENEUVE D ASCQ   ;0;06/02/2019 00:00
Telequest & internet solutions GmbH;TEIS; ;FN 209040 m; 2-6 LIEBENAUER HAUPTSTRASSE   8041 GRAZ   AUTRICHE;0;10/10/2018 00:00
Telerys communication;TERY;44504101500030;Nanterre; 28 / 30 RUE DE BITCHE  92400 COURBEVOIE   ;1;29/12/2014 00:00
Telesoft;TESO;48512173500057;Paris; 31 RUE SAINT AUGUSTIN  75002 PARIS   ;1;12/07/2010 00:00
Telfax communications;TENS;38142241900022;CLERMONT-FERRAND; 28 AVENUE DES PAULINES  63100 CLERMONT-FERRAND   ;0;19/03/2014 00:00
Teliacom;TLIA;81043740000015;Nanterre; 146 RUE DU CHATEAU  92100 BOULOGNE BILLANCOURT   ;0;04/09/2015 00:00
TELLUS;TELU;44856084700015;Cannes;BATIMENT C LES ESPACES DE SOPHIA 80 ROUTE DES LUCIOLES  06560 VALBONNE   ;0;10/02/2010 00:00
Telnyx Ireland limited;TEIR; ;N° 585144;26-28 LOMBARD STREET EAST    D02 V272 DUBLIN   IRLANDE;1;03/04/2017 00:00
Tel-on;TLON;79936968100041;NANTERRE; 19 RUE JEAN MERMOZ  31100 TOULOUSE   ;1;06/01/2015 00:00
Telstra Limited;TELS; ;3830643 (Royaume-Uni);LEVEL 2 BLUE FIN BUILDING 110 SOUTHWARK STREET  SE1 0TA LONDON   ROYAUME-UNI;0;22/08/2012 00:00
Telvox global B.V.;TEGL; ;71550967 Registre du commerce et des sociétés des Pays-Bas; 2C TROMPENBURGSTRAAT  1079TX AMSTERDAM   PAYS-BAS;1;08/07/2020 00:00
TELWAN;TELW;52854177400014;Le Mans; L ALLIERE  72160 BEILLE   ;0;14/01/2011 00:00
Telyo;STEL;80279542700011;PARIS; 45 QUAI DE LA SEINE  75019 PARIS   ;1;17/11/2015 00:00
Teranis telecom;TENI;75362094700030;Nancy; 7 RUE DU LIEUTENANT BONCOURT  54200 TOUL   ;0;11/08/2016 00:00
Tersys;TRSY;75131570600026;Vannes; 9 RUE NEDELLEC  56000 VANNES   ;0;02/12/2021 00:00
Thales six GTS France SAS;THAL;38347093700194;Nanterre; 4 AVENUE DES LOUVRESSES  92230 GENNEVILLIERS   ;1;14/11/2008 00:00
THD64;THDD;84806167700011;Bayonne; 14 ALLEE DU CANAL  64600 ANGLET   ;0;26/02/2019 00:00
Thdtel;THDT;82268891700019;Basse-Terre;MARIGOT 29 RESIDENCE YACHT CLUB  97150 SAINT MARTIN   ;1;27/10/2016 00:00
The Ring Ring Company NV;TRRC; ;0445.262.068; 2F CULLIGANLAAN B9 B-1831 DIEGEM   BELGIQUE;0;28/07/2021 00:00
The Sound of Data BV;TSOD; ;Rotterdam / KvK-nummer 24293514 / RSIN 808500417; WAALHAVEN O Z 83 L  3087 BM ROTTERDAM   PAYS-BAS;1;24/01/2023 00:00
Thinkro system;THSY;49826964600028;Montauban; 351 CHEMIN DE FERRIÉ  82000 MONTAUBAN   ;0;11/07/2018 00:00
TI sparkle France SAS;TISF;48371383000030;Paris; 15 RUE DU FAUBOURG MONTMARTRE  75009 PARIS   ;0;30/09/2005 00:00
Tikeasy;TIKE;50773886200030;Nantes;IMMEUBLE HUB CREATIC 6 RUE ROSE DIENG-KUNTZ  44300 NANTES   ;0;29/03/2017 00:00
Timaca;TIMA;49748751200012;Aix-en-Provence;ZI AVON 532 AVENUE DES CHASSEENS  13120 GARDANNE   ;1;21/06/2014 00:00
Tims i2s;TI2S;84471978100016;Lyon; 7 CHEMIN DES HIRONDELLES  69570 DARDILLY   ;0;14/09/2021 00:00
Tims systemes;TIMS;34386419500064;Lyon;ZAC DU PAISY 7 CHEMIN DES HIRONDELLES  69570 DARDILLY   ;1;23/01/2015 00:00
Tinée services informatiques;TNEE;53874545600029;Nice; 17 RUE DROITE  06660 SAINT ETIENNE DE TINEE   ;0;25/10/2021 00:00
TIPS Normandie;TIPS;97894508700010;Bernay; 163 RUE DU CANAL  27500 PONT AUDEMER   ;0;30/08/2023 00:00
Tisi pro;TISI;92069264700018;Romans-sur-Isère; 175 RUE SERPENTE  26600 TAIN L'HERMITAGE   ;0;24/07/2023 00:00
Tismi B.V.;TISM; ;Immatriculation au chambre de commerce Pays-Bas : 32081827; 1B DORPSSTRAAT  3981EA BUNNIK   PAYS-BAS;1;09/03/2019 00:00
TL partenaires;TLPA;45256115200037;Reims; 22 RUE DE BERRU  51100 REIMS   ;0;26/03/2018 00:00
TLH;TLHH;89230775200014;PARIS; 128 RUE LA BOETIE  75008 PARIS   ;0;06/07/2021 00:00
Toocall;TCLL;91314251900010;Grenoble; 26 ALLEE DES VOSGES  38130 ECHIROLLES   ;0;20/02/2023 00:00
Toolip;TOOL;50137146200034;Versailles; 23 RUE ERNEST GOUIN  78290 CROISSY-SUR-SEINE   ;0;21/11/2017 00:00
TOOTAI;TOOT;52036962000015;Tarnowskie Gory; 39 RUE DU FOSSE  67140 ZELLWILLER   ;1;08/06/2007 00:00
Topocad;TPCD;41118200900034;Romans; 580 CHEMIN DES COQUELICOTS  26160 LA BEGUDE-DE-MAZENC   ;0;08/09/2023 00:00
Totalcloud;TOTA;81476954300012;Grenoble; 22 RUE OLYMPE DE GOUGES  38400 SAINT MARTIN D HERES   ;1;07/11/2016 00:00
Tours Métropole Numérique;TMNU;50054686600020;Tours; 12 RUE DORA MAAR  37100 TOURS   ;1;13/11/2007 00:00
TP France opérations;TRFR;83756027500013;Nanterre; 29 RUE DU PONT  92200 NEUILLY-SUR-SEINE   ;1;03/01/2019 00:00
TPP France;TPPF;82335999700033;Paris; 66 AVENUE DES CHAMPS ELYSEES  75008 PARIS   ;1;07/04/2023 00:00
Traidingcom;TRAI; ;B172388 Luxembourg; RUE DUMONTSHAFF  3841 SCHIFFLANGE   LUXEMBOURG;1;23/12/2016 00:00
Transaction network services;TRNS;42128594100033;Nanterre; 1 RUE SAINT GEORGES  75009 PARIS   ;0;29/09/2003 00:00
Transatel;TRAT;43278643200083;Nanterre; 49/51 QUAI DE DION BOUTON CS 50034 92806 PUTEAUX  CEDEX ;1;14/11/2005 00:00
TRANSMISSION;TRAN;40539434700042;Paris; 80 AVENUE VICTOR HUGO  75116 PARIS   ;1;26/05/2005 00:00
Transvision net work;TNWK; ;W9M2001699          Sous    Préfecture de la Trinité ; QUARTIER POIRIER  97213 GROS-MORNE   ;1;31/10/2018 00:00
Travel communication;TRCO; ;K144634 on the Register of Enterprises of the Republic of Latvia; MUKUSALAS IELA 41  LV-1004 RIGA   LETTONIE;1;29/01/2018 00:00
Très haut débit Bretagne;THDB;52881711700039;Rennes; 12H RUE DU PATIS TATELIN  35000 RENNES   ;0;17/02/2016 00:00
Trinaps;TRIN;49944590600021;Belfort;TECH'HOM 3 11 RUE SOPHIE GERMAIN  90000 BELFORT   ;1;02/01/2008 00:00
TRNK;TRIM;40055058800026;Paris; 166 BOULEVARD DU MONTPARNASSE  75014 PARIS   ;0;12/04/2010 00:00
Truphone Limited;SCNL; ;4187081 Londres;CANARY WHARF 25 CANADA SQUARE  E14 5LQ LONDON   ROYAUME-UNI;0;06/07/2007 00:00
Trustteam;TRTT;51903725300019;Nancy; 2 RUE JEAN LAMOUR  54630 RICHARDMENIL   ;1;02/06/2020 00:00
Tuniversal technologie;TUTE; ;1286569E; 14 RUE DE KASSERINE  2050 HAMMAM LIF   TUNISIE;1;18/01/2023 00:00
Tutor;TTOR;43974801300117;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;15/04/2021 00:00
Twilio Ireland Limited;TWIL; ;557454 Dublin;NORTH WALL QUAY 3 DUBLIN LANDINGS  D01C4E0 DUBLIN 1   IRLANDE;1;27/09/2018 00:00
Ty-line;TYLI;80025659600019;Basse-Terre; 15 RUE ANTOINE LARDENOY  97100 BASSE TERRE   ;1;17/04/2014 00:00
Ubefone;TLST;80376357200036;Paris; 4 RUE PAPILLON  75009 PARIS   ;1;17/09/2014 00:00
Ubicentrex;UBIC;51353560900046;Strasbourg; 23 BOULEVARD DE L ORANGERIE  67000 STRASBOURG   ;1;08/01/2013 00:00
UEM3;RMEM;77998748600015; ; 2 PLACE DU PONTIFFROY BP 20129 57014 METZ  CEDEX 01 ;0;07/03/2007 00:00
UG France;UGFR;84771891300019;Perpignan; 6 RUE NEUVE  66000 PERPIGNAN   ;0;29/04/2022 00:00
Uniform-agri;UNIA; ;008597753 Assen, Nederlands; STATIONSPLEIN 14  9401LB ASSEN   PAYS-BAS;0;22/09/2023 00:00
United telecommunication services Caraïbe;STMB;42903922500025;Basse-Terre; 24 RUE DE LA REPUBLIQUE  97150 MARIGOT ST MARTIN  ;1;06/06/2001 00:00
Unitel Technologies;UNTT;90929064500011;Marseille; 60 AVENUE ANDRE ROUSSIN  13016 MARSEILLE   ;0;25/04/2023 00:00
Universal telecom experts;UNTE; ;B92635515;B5 L30 14 CALLE ALMOGIA  29007 MALAGA   ESPAGNE;0;07/09/2023 00:00
